id,image,score
3b8b28e5-d5e0-4701-b722-d3ba2ed61969,https://cdn.midjourney.com/3b8b28e5-d5e0-4701-b722-d3ba2ed61969/0_0.png,1001.7655099
11d67531-4347-4143-ab48-7bc8b42d2ce4,https://cdn.midjourney.com/11d67531-4347-4143-ab48-7bc8b42d2ce4/0_0.png,1001.2762110
